user_id,gender,region,role,interest,played_type
U0161,女,广东,职场新人,萌系治愈,肉鸽
U0162,女,上海,大学生,萌系治愈,动漫
U0163,女,广东,大学生,二次元,动漫
U0164,女,北京,大学生,二次元,动漫
U0165,保密,西安,中学生,赛博朋克,类魂
U0166,女,北京,全职家长,硬核技术,类魂
U0167,男,上海,职场新人,萌系治愈,动漫
U0168,女,西安,中学生,硬核技术,模拟建造
U0169,女,广东,大学生,萌系治愈,动漫
U0170,男,武汉,中学生,竞技对抗,动漫
U0171,保密,北京,资深极客,萌系治愈,2.5D游戏
U0172,男,上海,职场新人,二次元,动漫
U0173,保密,武汉,自由职业者,二次元,肉鸽
U0174,女,武汉,全职家长,萌系治愈,肉鸽
U0175,保密,杭州,全职家长,历史考据,肉鸽
U0176,男,上海,中学生,历史考据,动漫
U0177,女,北京,大学生,二次元,动漫
U0178,保密,西安,自由职业者,赛博朋克,2.5D游戏
U0179,保密,广东,职场新人,硬核技术,动漫
U0180,女,成都,资深极客,竞技对抗,RPG
U0181,保密,广东,全职家长,历史考据,类魂
U0182,男,上海,全职家长,国风文化,模拟建造
U0183,女,成都,全职家长,竞技对抗,FPS
U0184,女,广东,大学生,萌系治愈,动漫
U0185,保密,杭州,资深极客,硬核技术,类魂
U0186,男,北京,大学生,二次元,动漫
U0187,男,上海,大学生,萌系治愈,动漫
U0188,保密,成都,中学生,硬核技术,RPG
U0189,女,广东,大学生,萌系治愈,动漫
U0190,男,西安,资深极客,萌系治愈,2.5D游戏
U0191,女,上海,大学生,萌系治愈,动漫
U0192,女,上海,大学生,二次元,动漫
U0193,女,武汉,全职家长,国风文化,2.5D游戏
U0194,女,北京,大学生,二次元,动漫
U0195,保密,北京,自由职业者,竞技对抗,RPG
U0196,男,上海,职场新人,二次元,动漫
U0197,女,武汉,大学生,二次元,FPS
U0198,男,广东,资深极客,国风文化,RPG
U0199,女,广东,职场新人,二次元,动漫
U0200,女,上海,大学生,萌系治愈,动漫
U0201,女,成都,大学生,国风文化,FPS
U0202,男,成都,职场新人,竞技对抗,肉鸽
U0203,保密,广东,职场新人,赛博朋克,模拟建造
U0204,保密,西安,资深极客,国风文化,2.5D游戏
U0205,保密,广东,资深极客,竞技对抗,FPS
U0206,保密,武汉,全职家长,二次元,FPS
U0207,男,杭州,中学生,二次元,动漫
U0208,男,上海,职场新人,二次元,动漫
U0209,男,上海,中学生,历史考据,类魂
U0210,女,广东,大学生,萌系治愈,动漫
U0211,男,广东,职场新人,二次元,动漫
U0212,保密,上海,大学生,二次元,模拟建造
U0213,保密,杭州,职场新人,二次元,动漫
U0214,男,广东,大学生,二次元,动漫
U0215,男,武汉,中学生,硬核技术,类魂
U0216,男,西安,全职家长,历史考据,2.5D游戏
U0217,女,杭州,全职家长,赛博朋克,类魂
U0218,保密,广东,资深极客,硬核技术,肉鸽
U0219,保密,上海,全职家长,硬核技术,动漫
U0220,女,杭州,中学生,国风文化,类魂
U0221,男,广东,大学生,二次元,动漫
U0222,女,上海,职场新人,二次元,动漫
U0223,女,北京,自由职业者,历史考据,肉鸽
U0224,保密,广东,大学生,国风文化,RPG
U0225,男,广东,职场新人,二次元,动漫
U0226,保密,北京,大学生,国风文化,动漫
U0227,男,成都,全职家长,二次元,2.5D游戏
U0228,女,成都,全职家长,历史考据,肉鸽
U0229,男,成都,资深极客,硬核技术,RPG
U0230,男,上海,职场新人,萌系治愈,动漫
U0231,女,上海,大学生,萌系治愈,动漫
U0232,女,上海,大学生,二次元,FPS
U0233,保密,广东,职场新人,竞技对抗,类魂
U0234,保密,成都,资深极客,赛博朋克,2.5D游戏
U0235,保密,北京,职场新人,历史考据,类魂
U0236,男,武汉,中学生,二次元,2.5D游戏
U0237,男,上海,大学生,萌系治愈,动漫
U0238,保密,北京,自由职业者,二次元,肉鸽
U0239,保密,北京,自由职业者,赛博朋克,FPS
U0240,保密,西安,资深极客,竞技对抗,动漫
U0241,女,西安,中学生,历史考据,模拟建造
U0242,男,杭州,大学生,赛博朋克,动漫
U0243,女,广东,大学生,萌系治愈,动漫
U0244,女,上海,职场新人,萌系治愈,动漫
U0245,女,上海,自由职业者,历史考据,类魂
U0246,女,北京,职场新人,萌系治愈,动漫
U0247,保密,北京,大学生,硬核技术,2.5D游戏
U0248,保密,广东,自由职业者,二次元,动漫
U0249,男,上海,大学生,二次元,动漫
U0250,男,广东,全职家长,二次元,模拟建造
U0251,保密,上海,自由职业者,竞技对抗,肉鸽
U0252,保密,北京,大学生,竞技对抗,RPG
U0253,保密,成都,自由职业者,硬核技术,动漫
U0254,女,杭州,职场新人,萌系治愈,模拟建造
U0255,男,成都,资深极客,硬核技术,肉鸽
U0256,女,广东,大学生,萌系治愈,动漫
U0257,男,北京,自由职业者,国风文化,肉鸽
U0258,男,武汉,职场新人,萌系治愈,模拟建造
U0259,女,上海,大学生,二次元,动漫
U0260,保密,广东,自由职业者,硬核技术,FPS
U0261,女,武汉,全职家长,竞技对抗,FPS
U0262,男,上海,职场新人,二次元,动漫
U0263,女,武汉,中学生,历史考据,类魂
U0264,女,广东,中学生,硬核技术,模拟建造
U0265,男,上海,大学生,萌系治愈,动漫
U0266,女,广东,大学生,二次元,动漫
U0267,女,上海,大学生,二次元,动漫
U0268,女,广东,大学生,二次元,动漫
U0269,男,上海,职场新人,二次元,类魂
U0270,女,广东,大学生,萌系治愈,动漫
U0271,女,上海,中学生,竞技对抗,模拟建造
U0272,女,西安,大学生,赛博朋克,FPS
U0273,保密,上海,资深极客,萌系治愈,RPG
U0274,女,上海,大学生,二次元,动漫
U0275,保密,成都,资深极客,萌系治愈,FPS
U0276,男,成都,全职家长,赛博朋克,模拟建造
U0277,男,杭州,中学生,萌系治愈,动漫
U0278,保密,西安,资深极客,竞技对抗,肉鸽
U0279,保密,武汉,资深极客,竞技对抗,模拟建造
U0280,女,北京,职场新人,二次元,动漫
U0281,女,西安,自由职业者,竞技对抗,肉鸽
U0282,男,上海,大学生,二次元,动漫
U0283,女,广东,职场新人,萌系治愈,动漫
U0284,女,广东,大学生,萌系治愈,动漫
U0285,女,上海,大学生,二次元,动漫
U0286,男,广东,大学生,萌系治愈,动漫
U0287,男,杭州,大学生,硬核技术,模拟建造
U0288,女,武汉,自由职业者,二次元,动漫
U0289,男,上海,全职家长,萌系治愈,RPG
U0290,女,北京,自由职业者,历史考据,FPS
U0291,女,北京,资深极客,二次元,肉鸽
U0292,女,广东,大学生,萌系治愈,动漫
U0293,女,北京,职场新人,萌系治愈,动漫
U0294,女,上海,自由职业者,国风文化,RPG
U0295,男,上海,职场新人,萌系治愈,动漫
U0296,女,北京,全职家长,萌系治愈,FPS
U0297,男,上海,职场新人,二次元,动漫
U0298,女,上海,中学生,二次元,类魂
U0299,女,北京,职场新人,萌系治愈,动漫
U0300,女,武汉,中学生,历史考据,动漫
U0301,女,杭州,资深极客,二次元,模拟建造
U0302,女,成都,职场新人,萌系治愈,RPG
U0303,女,武汉,大学生,硬核技术,类魂
U0304,男,上海,职场新人,萌系治愈,动漫
U0305,女,上海,职场新人,萌系治愈,动漫
U0306,女,杭州,大学生,竞技对抗,FPS
U0307,男,上海,大学生,萌系治愈,动漫
U0308,男,上海,自由职业者,竞技对抗,模拟建造
U0309,保密,西安,大学生,萌系治愈,肉鸽
U0310,保密,杭州,中学生,萌系治愈,类魂
U0311,女,广东,大学生,二次元,动漫
U0312,女,西安,自由职业者,赛博朋克,FPS
U0313,保密,北京,中学生,萌系治愈,动漫
U0314,保密,上海,大学生,竞技对抗,类魂
U0315,保密,西安,大学生,历史考据,模拟建造
U0316,女,上海,全职家长,国风文化,模拟建造
U0317,女,武汉,全职家长,历史考据,肉鸽
U0318,保密,武汉,中学生,萌系治愈,肉鸽
U0319,保密,杭州,全职家长,萌系治愈,2.5D游戏
U0320,保密,西安,大学生,萌系治愈,模拟建造
U0321,男,上海,大学生,国风文化,模拟建造
U0322,女,广东,大学生,萌系治愈,动漫
U0323,女,广东,大学生,二次元,肉鸽
U0324,女,上海,资深极客,历史考据,动漫
U0325,保密,北京,中学生,硬核技术,RPG
U0326,保密,西安,职场新人,二次元,动漫
U0327,保密,上海,大学生,硬核技术,FPS
U0328,男,西安,中学生,二次元,动漫
U0329,女,北京,职场新人,萌系治愈,动漫
U0330,女,广东,大学生,萌系治愈,动漫
U0331,保密,上海,自由职业者,二次元,肉鸽
U0332,男,上海,大学生,二次元,动漫
U0333,男,上海,职场新人,二次元,动漫
U0334,保密,上海,大学生,赛博朋克,RPG
U0335,男,广东,职场新人,二次元,动漫
U0336,男,上海,大学生,萌系治愈,动漫
U0337,男,杭州,自由职业者,萌系治愈,类魂
U0338,男,杭州,大学生,硬核技术,模拟建造
U0339,保密,武汉,职场新人,赛博朋克,FPS
U0340,男,杭州,中学生,历史考据,2.5D游戏
U0341,男,杭州,大学生,竞技对抗,动漫
U0342,男,武汉,大学生,国风文化,模拟建造
U0343,男,上海,大学生,国风文化,RPG
U0344,男,杭州,中学生,萌系治愈,RPG
U0345,保密,上海,全职家长,二次元,动漫
U0346,男,上海,职场新人,萌系治愈,动漫
U0347,保密,上海,大学生,历史考据,模拟建造
U0348,男,杭州,大学生,赛博朋克,肉鸽
U0349,女,广东,大学生,赛博朋克,RPG
U0350,女,上海,大学生,二次元,动漫
U0351,男,成都,大学生,萌系治愈,FPS
U0352,男,成都,中学生,国风文化,2.5D游戏
U0353,男,北京,大学生,萌系治愈,动漫
U0354,女,北京,全职家长,赛博朋克,肉鸽
U0355,女,上海,职场新人,萌系治愈,2.5D游戏
U0356,女,北京,大学生,萌系治愈,动漫
U0357,男,西安,大学生,赛博朋克,类魂
U0358,女,广东,大学生,萌系治愈,动漫
U0359,女,成都,资深极客,硬核技术,2.5D游戏
U0360,女,西安,资深极客,萌系治愈,肉鸽
U0361,男,武汉,资深极客,竞技对抗,RPG
U0362,男,上海,大学生,萌系治愈,动漫
U0363,女,上海,大学生,二次元,动漫
U0364,保密,西安,中学生,国风文化,肉鸽
U0365,男,西安,职场新人,竞技对抗,RPG
U0366,保密,西安,职场新人,二次元,2.5D游戏
U0367,男,西安,全职家长,赛博朋克,动漫
U0368,女,上海,大学生,二次元,动漫
U0369,男,北京,全职家长,国风文化,类魂
U0370,女,上海,大学生,萌系治愈,动漫
U0371,保密,上海,中学生,硬核技术,2.5D游戏
U0372,男,北京,自由职业者,竞技对抗,2.5D游戏
U0373,保密,杭州,自由职业者,硬核技术,RPG
U0374,男,上海,大学生,萌系治愈,动漫
U0375,男,杭州,全职家长,二次元,模拟建造
U0376,保密,北京,自由职业者,历史考据,FPS
U0377,保密,杭州,资深极客,萌系治愈,FPS
U0378,男,西安,自由职业者,二次元,RPG
U0379,保密,广东,全职家长,二次元,RPG
U0380,保密,北京,中学生,历史考据,模拟建造
U0381,女,杭州,资深极客,二次元,2.5D游戏
U0382,女,武汉,资深极客,萌系治愈,类魂
U0383,保密,西安,大学生,赛博朋克,FPS
U0384,男,上海,大学生,萌系治愈,动漫
U0385,保密,上海,职场新人,竞技对抗,动漫
U0386,保密,北京,大学生,历史考据,FPS
U0387,女,上海,大学生,二次元,动漫
U0388,女,北京,自由职业者,萌系治愈,2.5D游戏
U0389,男,广东,自由职业者,萌系治愈,模拟建造
U0390,男,成都,资深极客,萌系治愈,动漫
U0391,男,北京,资深极客,硬核技术,动漫
U0392,保密,广东,大学生,赛博朋克,2.5D游戏
U0393,男,上海,职场新人,二次元,动漫
U0394,保密,北京,中学生,赛博朋克,FPS
U0395,女,杭州,全职家长,硬核技术,动漫
U0396,女,武汉,中学生,二次元,动漫
U0397,女,上海,大学生,萌系治愈,动漫
U0398,保密,西安,大学生,萌系治愈,动漫
U0399,男,武汉,自由职业者,历史考据,2.5D游戏
U0400,女,西安,全职家长,硬核技术,FPS
U0401,男,北京,大学生,萌系治愈,动漫
U0402,男,上海,中学生,二次元,肉鸽
U0403,男,北京,自由职业者,萌系治愈,FPS
U0404,女,广东,大学生,萌系治愈,动漫
U0405,男,广东,资深极客,国风文化,RPG
U0406,保密,成都,资深极客,国风文化,2.5D游戏
U0407,女,西安,自由职业者,萌系治愈,2.5D游戏
U0408,保密,西安,大学生,硬核技术,2.5D游戏
U0409,男,广东,中学生,历史考据,动漫
U0410,保密,成都,资深极客,硬核技术,模拟建造
U0411,男,广东,大学生,萌系治愈,模拟建造
U0412,保密,西安,自由职业者,历史考据,类魂
U0413,女,上海,全职家长,赛博朋克,2.5D游戏
U0414,女,杭州,全职家长,竞技对抗,动漫
U0415,男,杭州,资深极客,萌系治愈,模拟建造
U0416,男,成都,自由职业者,国风文化,类魂
U0417,男,上海,大学生,萌系治愈,动漫
U0418,女,杭州,全职家长,硬核技术,肉鸽
U0419,男,北京,职场新人,萌系治愈,动漫
U0420,保密,成都,资深极客,竞技对抗,肉鸽
U0421,男,北京,职场新人,萌系治愈,动漫
U0422,女,上海,职场新人,二次元,动漫
U0423,保密,西安,职场新人,竞技对抗,类魂
U0424,保密,武汉,职场新人,二次元,2.5D游戏
U0425,男,广东,职场新人,竞技对抗,FPS
U0426,女,广东,大学生,萌系治愈,动漫
U0427,男,北京,大学生,二次元,动漫
U0428,女,广东,中学生,二次元,RPG
U0429,女,武汉,资深极客,硬核技术,模拟建造
U0430,女,杭州,全职家长,萌系治愈,RPG
U0431,保密,武汉,资深极客,竞技对抗,RPG
U0432,女,杭州,中学生,历史考据,FPS
U0433,男,上海,全职家长,硬核技术,动漫
U0434,男,杭州,职场新人,国风文化,RPG
U0435,女,成都,自由职业者,二次元,类魂
U0436,女,武汉,大学生,萌系治愈,2.5D游戏
U0437,保密,北京,全职家长,竞技对抗,类魂
U0438,女,广东,职场新人,二次元,动漫
U0439,女,上海,全职家长,国风文化,动漫
U0440,男,北京,大学生,二次元,动漫
U0441,保密,成都,职场新人,竞技对抗,动漫
U0442,保密,北京,自由职业者,二次元,类魂
U0443,保密,武汉,自由职业者,竞技对抗,类魂
U0444,女,上海,职场新人,硬核技术,动漫
U0445,女,上海,大学生,二次元,动漫
U0446,男,上海,职场新人,二次元,动漫
U0447,男,上海,大学生,萌系治愈,动漫
U0448,男,广东,全职家长,赛博朋克,肉鸽
U0449,女,上海,大学生,萌系治愈,动漫
U0450,保密,西安,中学生,萌系治愈,肉鸽
U0451,保密,西安,自由职业者,萌系治愈,RPG
U0452,男,上海,大学生,萌系治愈,动漫
U0453,保密,武汉,大学生,萌系治愈,FPS
U0454,女,北京,资深极客,国风文化,RPG
U0455,女,上海,职场新人,二次元,动漫
U0456,保密,广东,自由职业者,萌系治愈,动漫
U0457,女,上海,中学生,硬核技术,RPG
U0458,男,成都,资深极客,历史考据,类魂
U0459,保密,北京,自由职业者,硬核技术,模拟建造
U0460,保密,杭州,全职家长,国风文化,RPG
U0461,女,广东,职场新人,二次元,动漫
U0462,男,广东,全职家长,历史考据,类魂
U0463,女,上海,职场新人,萌系治愈,动漫
U0464,男,武汉,全职家长,赛博朋克,动漫
U0465,女,广东,大学生,萌系治愈,动漫
U0466,女,成都,全职家长,赛博朋克,RPG
U0467,女,北京,中学生,二次元,2.5D游戏
U0468,男,上海,自由职业者,赛博朋克,RPG
U0469,保密,武汉,资深极客,国风文化,模拟建造
U0470,女,西安,大学生,二次元,肉鸽
U0471,保密,广东,全职家长,硬核技术,模拟建造
U0472,保密,武汉,大学生,赛博朋克,RPG
U0473,保密,杭州,职场新人,国风文化,FPS
U0474,女,广东,大学生,历史考据,FPS
U0475,男,成都,中学生,竞技对抗,类魂
U0476,女,杭州,大学生,萌系治愈,动漫
U0477,男,北京,职场新人,二次元,动漫
U0478,女,广东,职场新人,萌系治愈,动漫
U0479,男,西安,大学生,竞技对抗,类魂
U0480,女,上海,职场新人,国风文化,RPG
U0481,女,西安,中学生,萌系治愈,2.5D游戏
U0482,男,上海,中学生,二次元,动漫
U0483,保密,成都,全职家长,硬核技术,模拟建造
U0484,女,上海,大学生,萌系治愈,动漫
U0485,女,广东,职场新人,二次元,动漫
U0486,女,广东,大学生,萌系治愈,FPS
U0487,男,西安,自由职业者,赛博朋克,肉鸽
U0488,保密,武汉,全职家长,萌系治愈,类魂
U0489,女,北京,大学生,二次元,动漫
U0490,女,上海,职场新人,萌系治愈,动漫
U0491,女,西安,资深极客,硬核技术,肉鸽
U0492,女,上海,大学生,二次元,动漫
U0493,保密,成都,全职家长,国风文化,动漫
U0494,女,上海,大学生,萌系治愈,动漫
U0495,男,杭州,大学生,赛博朋克,肉鸽
U0496,女,广东,大学生,二次元,动漫
U0497,女,杭州,职场新人,萌系治愈,RPG
U0498,保密,杭州,自由职业者,硬核技术,RPG
U0499,女,北京,大学生,萌系治愈,动漫
U0500,男,广东,中学生,萌系治愈,2.5D游戏
U0501,男,成都,职场新人,赛博朋克,模拟建造
U0502,女,上海,大学生,萌系治愈,动漫
U0503,男,上海,资深极客,国风文化,类魂
U0504,男,上海,大学生,赛博朋克,FPS
U0505,女,广东,资深极客,赛博朋克,RPG
U0506,保密,杭州,大学生,国风文化,2.5D游戏
U0507,保密,西安,大学生,赛博朋克,动漫
U0508,保密,西安,大学生,历史考据,RPG
U0509,男,上海,中学生,竞技对抗,RPG
U0510,男,北京,职场新人,二次元,动漫
U0511,保密,武汉,大学生,历史考据,肉鸽
U0512,男,广东,资深极客,赛博朋克,模拟建造
U0513,女,广东,大学生,萌系治愈,动漫
U0514,女,上海,全职家长,二次元,RPG
U0515,女,北京,大学生,萌系治愈,动漫
U0516,女,广东,职场新人,萌系治愈,动漫
U0517,保密,武汉,自由职业者,国风文化,肉鸽
U0518,男,上海,大学生,萌系治愈,动漫
U0519,男,武汉,职场新人,国风文化,模拟建造
U0520,女,广东,大学生,竞技对抗,动漫
U0521,女,上海,大学生,二次元,动漫
U0522,男,杭州,职场新人,赛博朋克,肉鸽
U0523,男,杭州,资深极客,萌系治愈,模拟建造
U0524,女,广东,大学生,二次元,动漫
U0525,男,上海,职场新人,二次元,动漫
U0526,女,广东,职场新人,赛博朋克,类魂
U0527,男,广东,中学生,赛博朋克,模拟建造
U0528,男,上海,职场新人,萌系治愈,动漫
U0529,女,上海,职场新人,二次元,动漫
U0530,女,西安,自由职业者,国风文化,类魂
U0531,男,广东,职场新人,二次元,动漫
U0532,保密,杭州,资深极客,硬核技术,RPG
U0533,保密,武汉,资深极客,历史考据,类魂
U0534,男,广东,中学生,国风文化,类魂
U0535,男,北京,中学生,硬核技术,2.5D游戏
U0536,男,武汉,职场新人,竞技对抗,RPG
U0537,女,上海,大学生,二次元,动漫
U0538,保密,北京,自由职业者,硬核技术,RPG
U0539,女,武汉,中学生,萌系治愈,动漫
U0540,女,北京,职场新人,萌系治愈,动漫
U0541,保密,北京,资深极客,历史考据,FPS
U0542,男,成都,资深极客,竞技对抗,模拟建造
U0543,女,北京,资深极客,萌系治愈,模拟建造
U0544,保密,成都,大学生,国风文化,FPS
U0545,保密,西安,资深极客,萌系治愈,动漫
U0546,保密,北京,自由职业者,历史考据,动漫
U0547,女,杭州,中学生,赛博朋克,类魂
U0548,男,西安,自由职业者,二次元,肉鸽
U0549,女,上海,大学生,二次元,RPG
U0550,保密,北京,职场新人,历史考据,RPG
U0551,男,西安,中学生,历史考据,2.5D游戏
U0552,男,武汉,资深极客,萌系治愈,RPG
U0553,女,上海,大学生,萌系治愈,动漫
U0554,男,上海,大学生,萌系治愈,动漫
U0555,保密,武汉,全职家长,硬核技术,模拟建造
U0556,女,上海,大学生,萌系治愈,动漫
U0557,男,上海,大学生,萌系治愈,动漫
U0558,女,上海,职场新人,二次元,肉鸽
U0559,女,广东,大学生,萌系治愈,动漫
U0560,女,杭州,资深极客,二次元,2.5D游戏
U0561,女,广东,大学生,二次元,动漫
U0562,男,北京,自由职业者,竞技对抗,肉鸽
U0563,女,杭州,中学生,历史考据,FPS
U0564,女,上海,职场新人,历史考据,动漫
